version,rebalance_date,selected_smoothing_halflife,selected_lower_threshold,selected_upper_threshold,oos_sharpe,oos_accuracy,oos_balanced_accuracy,oos_f1
final_recovery_overlay_gspc_to_spy,2000-05-26,0,0.45,0.68,-2.318035932657056,0.8492063492063492,0.7156862745098039,0.5581395348837209
final_recovery_overlay_gspc_to_spy,2000-11-27,0,0.46,0.69,0.29470238017281886,0.8709677419354839,0.8892929292929292,0.7419354838709677
final_recovery_overlay_gspc_to_spy,2001-05-29,0,0.45,0.67,-0.41455869040186194,0.9274193548387096,0.9114255765199162,0.7804878048780488
final_recovery_overlay_gspc_to_spy,2001-11-29,0,0.48,0.65,-1.6131112312212108,0.8852459016393442,0.7728365384615384,0.6818181818181818
final_recovery_overlay_gspc_to_spy,2002-05-29,12,0.45,0.67,1.363833100422137,0.8203125,0.6792857142857143,0.5106382978723404
final_recovery_overlay_gspc_to_spy,2002-11-29,8,0.46,0.67,-0.2567754478927611,0.7049180327868853,0.7181318681318681,0.7
final_recovery_overlay_gspc_to_spy,2003-05-29,0,0.5,0.67,1.3062409045236698,0.859375,0.7685714285714286,0.9117647058823529
final_recovery_overlay_gspc_to_spy,2003-12-01,8,0.48,0.67,0.3093921897765048,0.7983870967741935,0.7165268716992854,0.8648648648648649
final_recovery_overlay_gspc_to_spy,2004-06-01,8,0.48,0.67,0.6743855040538873,0.7857142857142857,0.7467532467532467,0.8402366863905325
final_recovery_overlay_gspc_to_spy,2004-12-01,8,0.48,0.67,-0.511574794774282,0.7661290322580645,0.7614942528735633,0.7913669064748201
final_recovery_overlay_gspc_to_spy,2005-06-01,8,0.48,0.67,0.3676758542276347,0.7716535433070866,0.7485372340425531,0.8220858895705522
final_recovery_overlay_gspc_to_spy,2005-12-01,8,0.48,0.67,-0.5767486167462758,0.7317073170731707,0.5948916408668731,0.8307692307692308
final_recovery_overlay_gspc_to_spy,2006-06-01,8,0.48,0.67,2.938921164726585,0.889763779527559,0.8967425679949399,0.9213483146067416
final_recovery_overlay_gspc_to_spy,2006-12-01,8,0.48,0.67,1.1694701429329426,0.8770491803278688,0.7656862745098039,0.926829268292683
final_recovery_overlay_gspc_to_spy,2007-06-01,8,0.48,0.67,-1.443124484874591,0.6929133858267716,0.7079463364293086,0.6722689075630253
final_recovery_overlay_gspc_to_spy,2007-12-03,8,0.48,0.67,0.09298079182603897,0.7580645161290323,0.6773809523809524,0.5454545454545454
final_recovery_overlay_gspc_to_spy,2008-06-03,8,0.48,0.67,0.0,0.9448818897637795,0.5,0.0
final_recovery_overlay_gspc_to_spy,2008-12-03,8,0.48,0.67,1.8166485764065143,0.8943089430894309,0.8852925243770313,0.8686868686868687
final_recovery_overlay_gspc_to_spy,2009-06-03,8,0.48,0.67,2.119712221278004,0.84251968503937,0.5,0.9145299145299145
final_recovery_overlay_gspc_to_spy,2009-12-03,8,0.46,0.67,-0.20805939269821636,0.7723577235772358,0.6694277108433735,0.851063829787234
final_recovery_overlay_gspc_to_spy,2010-06-03,8,0.49,0.67,1.2099477384695028,0.7716535433070866,0.766566265060241,0.8176100628930818
final_recovery_overlay_gspc_to_spy,2010-12-03,8,0.48,0.67,1.446268266832361,0.8629032258064516,0.5,0.9264069264069265
final_recovery_overlay_gspc_to_spy,2011-06-03,8,0.48,0.67,-1.1188444398493456,0.7165354330708661,0.6885399892646269,0.6
final_recovery_overlay_gspc_to_spy,2011-12-05,8,0.49,0.67,1.1323821792614852,0.8306451612903226,0.6911764705882353,0.8955223880597015
final_recovery_overlay_gspc_to_spy,2012-06-05,8,0.49,0.67,1.0850618482241652,0.728,0.697227191413238,0.7976190476190477
final_recovery_overlay_gspc_to_spy,2012-12-05,8,0.49,0.67,2.8784399972159824,0.9512195121951219,0.5,0.975
final_recovery_overlay_gspc_to_spy,2013-06-05,8,0.5,0.67,0.4337972394794049,0.7716535433070866,0.6251851851851852,0.8585365853658536
final_recovery_overlay_gspc_to_spy,2013-12-05,0,0.46,0.66,0.0325855209384206,0.8617886178861789,0.8352272727272727,0.9109947643979057
final_recovery_overlay_gspc_to_spy,2014-06-05,12,0.46,0.67,0.4591604056561676,0.7637795275590551,0.555594651653765,0.8598130841121495
final_recovery_overlay_gspc_to_spy,2014-12-05,8,0.48,0.67,-0.4821142651769492,0.6341463414634146,0.514389534883721,0.7643979057591623
final_recovery_overlay_gspc_to_spy,2015-06-05,12,0.45,0.67,-0.18567748565536707,0.6220472440944882,0.6207837301587301,0.5471698113207547
final_recovery_overlay_gspc_to_spy,2015-12-07,12,0.46,0.67,0.5693341242768555,0.717741935483871,0.7021080368906456,0.7682119205298014
final_recovery_overlay_gspc_to_spy,2016-06-07,12,0.47,0.67,0.3305213038582555,0.6850393700787402,0.49129129129129134,0.8113207547169812
final_recovery_overlay_gspc_to_spy,2016-12-07,12,0.47,0.67,2.530422181106433,0.975609756097561,0.5,0.9876543209876543
final_recovery_overlay_gspc_to_spy,2017-06-07,12,0.47,0.67,2.4590129443609547,0.9291338582677166,0.5,0.963265306122449
final_recovery_overlay_gspc_to_spy,2017-12-07,12,0.48,0.67,0.27392499737454984,0.6991869918699187,0.6694847020933977,0.7730061349693251
final_recovery_overlay_gspc_to_spy,2018-06-07,12,0.48,0.67,-0.8182403328879032,0.7857142857142857,0.734775641025641,0.8457142857142858
final_recovery_overlay_gspc_to_spy,2018-12-07,12,0.48,0.67,0.6266540657902974,0.6991869918699187,0.6835106382978724,0.7549668874172185
final_recovery_overlay_gspc_to_spy,2019-06-07,12,0.49,0.67,0.827691773253128,0.7559055118110236,0.6187539531941809,0.845771144278607
final_recovery_overlay_gspc_to_spy,2019-12-09,12,0.47,0.67,-0.23607910985573763,0.7419354838709677,0.7324414715719063,0.7894736842105263
final_recovery_overlay_gspc_to_spy,2020-06-09,0,0.45,0.65,1.0158287073739367,0.8346456692913385,0.8522988505747127,0.8695652173913043
final_recovery_overlay_gspc_to_spy,2020-12-09,0,0.45,0.65,1.6329825473551574,0.8861788617886179,0.7722222222222223,0.9333333333333333
final_recovery_overlay_gspc_to_spy,2021-06-09,0,0.48,0.67,1.43137983605854,0.905511811023622,0.8501344086021505,0.9387755102040817
final_recovery_overlay_gspc_to_spy,2021-12-09,0,0.45,0.65,-1.0588435115667716,0.9112903225806451,0.90149136577708,0.8070175438596491
final_recovery_overlay_gspc_to_spy,2022-06-09,0,0.45,0.65,-1.5123350382019427,0.873015873015873,0.8419753086419752,0.8048780487804879
final_recovery_overlay_gspc_to_spy,2022-12-09,4,0.49,0.67,0.0007198461057625365,0.7479674796747967,0.7465572033898304,0.7633587786259542
final_recovery_overlay_gspc_to_spy,2023-06-09,4,0.49,0.67,1.778165777825478,0.8571428571428571,0.8609475032010243,0.8676470588235294
final_recovery_overlay_gspc_to_spy,2023-12-11,4,0.49,0.67,2.501181317224742,0.9354838709677419,0.870020964360587,0.9622641509433962
final_recovery_overlay_gspc_to_spy,2024-06-11,4,0.5,0.67,-0.030743154006017855,0.8333333333333334,0.7225382154283684,0.8955223880597015
final_recovery_overlay_gspc_to_spy,2024-12-11,4,0.5,0.67,0.2823034456105353,0.8114754098360656,0.826295045045045,0.7889908256880734
